f1_name,f2_name,f1_str,f2_str,f1_tds,f2_tds,f1_subs,f2_subs,f1_pass,f2_pass,weight_class,method,finisher,round_num,time,event_name,event_date
"
              Tim Johnson
            ","
              Daniel Omielanczuk
            ",52,54,1,0,0,0,1,0,"
        Heavyweight","
        
        

        S-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Manuwa vs. Anderson
            ","
      ,
      March 18, 2017
    "
"
              Leon Edwards
            ","
              Vicente Luque
            ",53,24,3,2,0,0,1,3,"
        Welterweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Manuwa vs. Anderson
            ","
      ,
      March 18, 2017
    "
"
              Marc Diakiese
            ","
              Teemu Packalen
            ",6,1,0,0,0,0,0,0,"
        Lightweight","
        
        

        KO/TKO

      ","
        Punch
      ","

        1
      ","

        
        0:30
      ","
              UFC Fight Night: Manuwa vs. Anderson
            ","
      ,
      March 18, 2017
    "
"
              Bradley Scott
            ","
              Scott Askham
            ",72,86,0,1,0,0,0,1,"
        Middleweight","
        
        

        S-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Manuwa vs. Anderson
            ","
      ,
      March 18, 2017
    "
"
              Lina Lansberg
            ","
              Lucie Pudilova
            ",80,99,1,0,0,0,0,0,"
        Women's Bantamweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Manuwa vs. Anderson
            ","
      ,
      March 18, 2017
    "
"
              Daniel Cormier
            ","
              Anthony Johnson
            ",36,22,1,1,1,0,1,0,"
        Light Heavyweight","
        
        

        SUB

      ","
        Rear Naked Choke
      ","

        2
      ","

        
        3:37
      ","
              UFC 210: Cormier vs. Johnson 2
            ","
      ,
      April 08, 2017
    "
"
              Gegard Mousasi
            ","
              Chris Weidman
            ",49,13,0,4,0,1,0,2,"
        Middleweight","
        
        

        KO/TKO

      ","
        Knee
      ","

        2
      ","

        
        3:13
      ","
              UFC 210: Cormier vs. Johnson 2
            ","
      ,
      April 08, 2017
    "
"
              Cynthia Calvillo
            ","
              Pearl Gonzalez
            ",50,37,1,2,3,1,4,2,"
        Women's Strawweight","
        
        

        SUB

      ","
        Rear Naked Choke
      ","

        3
      ","

        
        3:45
      ","
              UFC 210: Cormier vs. Johnson 2
            ","
      ,
      April 08, 2017
    "
"
              Thiago Alves
            ","
              Patrick Cote
            ",79,44,1,0,0,0,3,0,"
        Welterweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC 210: Cormier vs. Johnson 2
            ","
      ,
      April 08, 2017
    "
"
              Charles Oliveira
            ","
              Will Brooks
            ",3,4,2,0,1,0,1,0,"
        Lightweight","
        
        

        SUB

      ","
        Rear Naked Choke
      ","

        1
      ","

        
        2:30
      ","
              UFC 210: Cormier vs. Johnson 2
            ","
      ,
      April 08, 2017
    "
"
              Myles Jury
            ","
              Mike de la Torre
            ",36,0,1,0,0,0,2,0,"
        Featherweight","
        
        

        KO/TKO

      ","
        Punches
      ","

        1
      ","

        
        3:30
      ","
              UFC 210: Cormier vs. Johnson 2
            ","
      ,
      April 08, 2017
    "
"
              Kamaru Usman
            ","
              Sean Strickland
            ",90,27,2,0,0,0,2,0,"
        Welterweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC 210: Cormier vs. Johnson 2
            ","
      ,
      April 08, 2017
    "
"
              Shane Burgos
            ","
              Charles Rosa
            ",77,86,0,1,0,0,0,0,"
        Featherweight","
        
        

        KO/TKO

      ","
        Punch
      ","

        3
      ","

        
        1:59
      ","
              UFC 210: Cormier vs. Johnson 2
            ","
      ,
      April 08, 2017
    "
"
              Patrick Cummins
            ","
              Jan Blachowicz
            ",73,53,3,1,0,0,1,0,"
        Light Heavyweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC 210: Cormier vs. Johnson 2
            ","
      ,
      April 08, 2017
    "
"
              Gregor Gillespie
            ","
              Andrew Holbrook
            ",8,4,0,0,0,0,1,0,"
        Lightweight","
        
        

        KO/TKO

      ","
        Punch
      ","

        1
      ","

        
        0:21
      ","
              UFC 210: Cormier vs. Johnson 2
            ","
      ,
      April 08, 2017
    "
"
              Desmond Green
            ","
              Josh Emmett
            ",57,41,1,0,0,0,0,0,"
        Lightweight","
        
        

        S-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC 210: Cormier vs. Johnson 2
            ","
      ,
      April 08, 2017
    "
"
              Katlyn Chookagian
            ","
              Irene Aldana
            ",105,84,0,0,0,0,0,0,"
        Women's Bantamweight","
        
        

        S-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC 210: Cormier vs. Johnson 2
            ","
      ,
      April 08, 2017
    "
"
              Magomed Bibulatov
            ","
              Jenel Lausa
            ",51,10,2,0,0,0,9,0,"
        Flyweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC 210: Cormier vs. Johnson 2
            ","
      ,
      April 08, 2017
    "
"
              Demetrious Johnson
            ","
              Wilson Reis
            ",108,16,1,0,1,0,3,0,"
        Flyweight","
        
        

        SUB

      ","
        Armbar
      ","

        3
      ","

        
        4:49
      ","
              UFC Fight Night: Johnson vs. Reis
            ","
      ,
      April 15, 2017
    "
"
              Rose Namajunas
            ","
              Michelle Waterson
            ",47,22,1,1,1,0,3,0,"
        Women's Strawweight","
        
        

        SUB

      ","
        Rear Naked Choke
      ","

        2
      ","

        
        2:47
      ","
              UFC Fight Night: Johnson vs. Reis
            ","
      ,
      April 15, 2017
    "
"
              Robert Whittaker
            ","
              Jacare Souza
            ",55,9,0,1,0,0,0,1,"
        Middleweight","
        
        

        KO/TKO

      ","
        Kick
      ","

        2
      ","

        
        3:28
      ","
              UFC Fight Night: Johnson vs. Reis
            ","
      ,
      April 15, 2017
    "
"
              Renato Moicano
            ","
              Jeremy Stephens
            ",70,56,2,0,0,0,1,0,"
        Featherweight","
        
        

        S-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Johnson vs. Reis
            ","
      ,
      April 15, 2017
    "
"
              Alexander Volkov
            ","
              Roy Nelson
            ",122,32,0,1,0,0,0,2,"
        Heavyweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Johnson vs. Reis
            ","
      ,
      April 15, 2017
    "
"
              Tom Duquesnoy
            ","
              Patrick Williams
            ",36,37,0,2,0,0,0,0,"
        Bantamweight","
        
        

        KO/TKO

      ","
        Elbows
      ","

        2
      ","

        
        0:28
      ","
              UFC Fight Night: Johnson vs. Reis
            ","
      ,
      April 15, 2017
    "
"
              Rashid Magomedov
            ","
              Bobby Green
            ",75,75,0,0,0,0,0,0,"
        Lightweight","
        
        

        S-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Johnson vs. Reis
            ","
      ,
      April 15, 2017
    "
"
              Tim Elliott
            ","
              Louis Smolka
            ",57,41,12,1,1,2,14,5,"
        Flyweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Johnson vs. Reis
            ","
      ,
      April 15, 2017
    "
"
              Aljamain Sterling
            ","
              Augusto Mendes
            ",83,30,2,0,0,0,0,0,"
        Bantamweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Johnson vs. Reis
            ","
      ,
      April 15, 2017
    "
"
              Devin Clark
            ","
              Jake Collier
            ",68,36,4,0,0,1,6,0,"
        Light Heavyweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Johnson vs. Reis
            ","
      ,
      April 15, 2017
    "
"
              Anthony Smith
            ","
              Andrew Sanchez
            ",49,63,0,4,0,0,1,3,"
        Middleweight","
        
        

        KO/TKO

      ","
        Kick
      ","

        3
      ","

        
        3:52
      ","
              UFC Fight Night: Johnson vs. Reis
            ","
      ,
      April 15, 2017
    "
"
              Zak Cummings
            ","
              Nathan Coy
            ",25,23,0,1,2,0,0,0,"
        Welterweight","
        
        

        SUB

      ","
        Guillotine Choke
      ","

        1
      ","

        
        4:21
      ","
              UFC Fight Night: Johnson vs. Reis
            ","
      ,
      April 15, 2017
    "
"
              Ketlen Vieira
            ","
              Ashlee Evans-Smith
            ",71,68,1,0,0,0,1,0,"
        Women's Bantamweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Johnson vs. Reis
            ","
      ,
      April 15, 2017
    "
"
              Cub Swanson
            ","
              Artem Lobov
            ",209,123,2,2,0,0,4,0,"
        Featherweight","
        
        

        U-DEC

      ","
        
      ","

        5
      ","

        
        5:00
      ","
              UFC Fight Night: Swanson vs. Lobov
            ","
      ,
      April 22, 2017
    "
"
              Al Iaquinta
            ","
              Diego Sanchez
            ",12,4,0,0,0,0,0,0,"
        Lightweight","
        
        

        KO/TKO

      ","
        Punch
      ","

        1
      ","

        
        1:38
      ","
              UFC Fight Night: Swanson vs. Lobov
            ","
      ,
      April 22, 2017
    "
"
              Ovince Saint Preux
            ","
              Marcos Rogerio de Lima
            ",21,17,1,0,1,0,1,0,"
        Light Heavyweight","
        
        

        SUB

      ","
        Other - Choke
      ","

        2
      ","

        
        2:11
      ","
              UFC Fight Night: Swanson vs. Lobov
            ","
      ,
      April 22, 2017
    "
"
              John Dodson
            ","
              Eddie Wineland
            ",48,21,0,0,0,0,0,0,"
        Bantamweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Swanson vs. Lobov
            ","
      ,
      April 22, 2017
    "
"
              Stevie Ray
            ","
              Joe Lauzon
            ",109,46,0,5,1,1,0,5,"
        Lightweight","
        
        

        M-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Swanson vs. Lobov
            ","
      ,
      April 22, 2017
    "
"
              Mike Perry
            ","
              Jake Ellenberger
            ",26,17,0,1,0,0,0,0,"
        Welterweight","
        
        

        KO/TKO

      ","
        Elbow
      ","

        2
      ","

        
        1:05
      ","
              UFC Fight Night: Swanson vs. Lobov
            ","
      ,
      April 22, 2017
    "
"
              Thales Leites
            ","
              Sam Alvey
            ",38,27,1,0,0,0,0,0,"
        Middleweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Swanson vs. Lobov
            ","
      ,
      April 22, 2017
    "
"
              Brandon Moreno
            ","
              Dustin Ortiz
            ",24,16,0,4,2,0,2,0,"
        Flyweight","
        
        

        SUB

      ","
        Rear Naked Choke
      ","

        2
      ","

        
        4:06
      ","
              UFC Fight Night: Swanson vs. Lobov
            ","
      ,
      April 22, 2017
    "
"
              Scott Holtzman
            ","
              Michael McBride
            ",104,83,2,3,0,2,1,1,"
        Lightweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Swanson vs. Lobov
            ","
      ,
      April 22, 2017
    "
"
              Danielle Taylor
            ","
              Jessica Penne
            ",72,69,0,1,0,0,0,1,"
        Women's Strawweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Swanson vs. Lobov
            ","
      ,
      April 22, 2017
    "
"
              Alexis Davis
            ","
              Cindy Dandois
            ",51,47,0,5,2,0,2,0,"
        Women's Bantamweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Swanson vs. Lobov
            ","
      ,
      April 22, 2017
    "
"
              Bryan Barberena
            ","
              Joe Proctor
            ",28,8,0,0,0,0,0,0,"
        Welterweight","
        
        

        KO/TKO

      ","
        Punch
      ","

        1
      ","

        
        3:30
      ","
              UFC Fight Night: Swanson vs. Lobov
            ","
      ,
      April 22, 2017
    "
"
              Hector Sandoval
            ","
              Matt Schnell
            ",32,16,3,1,0,1,0,2,"
        Flyweight","
        
        

        KO/TKO

      ","
        Punch
      ","

        1
      ","

        
        4:24
      ","
              UFC Fight Night: Swanson vs. Lobov
            ","
      ,
      April 22, 2017
    "
"
              Stipe Miocic
            ","
              Junior Dos Santos
            ",26,12,0,0,0,0,0,0,"
        Heavyweight","
        
        

        KO/TKO

      ","
        Punch
      ","

        1
      ","

        
        2:22
      ","
              UFC 211: Miocic vs. Dos Santos
            ","
      ,
      May 13, 2017
    "
"
              Joanna Jedrzejczyk
            ","
              Jessica Andrade
            ",225,83,0,2,0,0,0,1,"
        Women's Strawweight","
        
        

        U-DEC

      ","
        
      ","

        5
      ","

        
        5:00
      ","
              UFC 211: Miocic vs. Dos Santos
            ","
      ,
      May 13, 2017
    "
"
              Demian Maia
            ","
              Jorge Masvidal
            ",23,39,4,0,0,0,3,0,"
        Welterweight","
        
        

        S-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC 211: Miocic vs. Dos Santos
            ","
      ,
      May 13, 2017
    "
"
              Frankie Edgar
            ","
              Yair Rodriguez
            ",72,16,1,0,0,1,1,0,"
        Featherweight","
        
        

        KO/TKO

      ","
        
      ","

        2
      ","

        
        5:00
      ","
              UFC 211: Miocic vs. Dos Santos
            ","
      ,
      May 13, 2017
    "
"
              David Branch
            ","
              Krzysztof Jotko
            ",39,28,2,1,0,0,0,0,"
        Middleweight","
        
        

        S-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC 211: Miocic vs. Dos Santos
            ","
      ,
      May 13, 2017
    "
"
              Eddie Alvarez
            ","
              Dustin Poirier
            ",44,73,1,0,0,2,0,0,"
        Lightweight","
        
        

        CNC

      ","
        
      ","

        2
      ","

        
        4:02
      ","
              UFC 211: Miocic vs. Dos Santos
            ","
      ,
      May 13, 2017
    "
"
              Jason Knight
            ","
              Chas Skelly
            ",59,29,2,1,3,0,1,0,"
        Featherweight","
        
        

        KO/TKO

      ","
        Punch
      ","

        3
      ","

        
        0:39
      ","
              UFC 211: Miocic vs. Dos Santos
            ","
      ,
      May 13, 2017
    "
"
              Chase Sherman
            ","
              Rashad Coulter
            ",103,36,0,0,0,0,1,0,"
        Heavyweight","
        
        

        KO/TKO

      ","
        Elbow
      ","

        2
      ","

        
        3:36
      ","
              UFC 211: Miocic vs. Dos Santos
            ","
      ,
      May 13, 2017
    "
"
              James Vick
            ","
              Polo Reyes
            ",20,16,0,0,0,0,0,0,"
        Lightweight","
        
        

        KO/TKO

      ","
        Punch
      ","

        1
      ","

        
        2:39
      ","
              UFC 211: Miocic vs. Dos Santos
            ","
      ,
      May 13, 2017
    "
"
              Cortney Casey
            ","
              Jessica Aguilar
            ",103,57,0,4,0,0,0,1,"
        Women's Strawweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC 211: Miocic vs. Dos Santos
            ","
      ,
      May 13, 2017
    "
"
              Enrique Barzola
            ","
              Gabriel Benitez
            ",46,51,9,0,1,0,3,0,"
        Featherweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC 211: Miocic vs. Dos Santos
            ","
      ,
      May 13, 2017
    "
"
              Gadzhimurad Antigulov
            ","
              Joachim Christensen
            ",2,1,1,0,1,0,1,0,"
        Light Heavyweight","
        
        

        SUB

      ","
        Rear Naked Choke
      ","

        1
      ","

        
        2:21
      ","
              UFC 211: Miocic vs. Dos Santos
            ","
      ,
      May 13, 2017
    "
"
              Alexander Gustafsson
            ","
              Glover Teixeira
            ",97,42,1,1,0,0,2,0,"
        Light Heavyweight","
        
        

        KO/TKO

      ","
        Punches
      ","

        5
      ","

        
        1:07
      ","
              UFC Fight Night: Gustafsson vs. Teixeira
            ","
      ,
      May 28, 2017
    "
"
              Volkan Oezdemir
            ","
              Misha Cirkunov
            ",5,9,0,0,0,0,0,0,"
        Light Heavyweight","
        
        

        KO/TKO

      ","
        Punch
      ","

        1
      ","

        
        0:28
      ","
              UFC Fight Night: Gustafsson vs. Teixeira
            ","
      ,
      May 28, 2017
    "
"
              Peter Sobotta
            ","
              Ben Saunders
            ",46,19,0,0,0,0,0,0,"
        Welterweight","
        
        

        KO/TKO

      ","
        Knee
      ","

        2
      ","

        
        2:29
      ","
              UFC Fight Night: Gustafsson vs. Teixeira
            ","
      ,
      May 28, 2017
    "
"
              Omari Akhmedov
            ","
              Abdul Razak Alhassan
            ",52,43,6,0,0,0,3,0,"
        Welterweight","
        
        

        S-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Gustafsson vs. Teixeira
            ","
      ,
      May 28, 2017
    "
"
              Nordine Taleb
            ","
              Oliver Enkamp
            ",57,34,2,1,0,0,3,0,"
        Welterweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Gustafsson vs. Teixeira
            ","
      ,
      May 28, 2017
    "
"
              Jack Hermansson
            ","
              Alex Nicholson
            ",23,1,1,0,0,1,2,0,"
        Middleweight","
        
        

        KO/TKO

      ","
        Punches
      ","

        1
      ","

        
        2:00
      ","
              UFC Fight Night: Gustafsson vs. Teixeira
            ","
      ,
      May 28, 2017
    "
"
              Pedro Munhoz
            ","
              Damian Stasiak
            ",65,44,3,2,1,0,1,0,"
        Bantamweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Gustafsson vs. Teixeira
            ","
      ,
      May 28, 2017
    "
"
              Trevor Smith
            ","
              Chris Camozzi
            ",39,10,4,0,0,1,5,0,"
        Middleweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Gustafsson vs. Teixeira
            ","
      ,
      May 28, 2017
    "
"
              Joaquim Silva
            ","
              Reza Madadi
            ",40,26,0,5,1,0,3,2,"
        Lightweight","
        
        

        S-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Gustafsson vs. Teixeira
            ","
      ,
      May 28, 2017
    "
"
              Bojan Velickovic
            ","
              Nico Musoke
            ",53,49,1,1,0,0,0,1,"
        Welterweight","
        
        

        KO/TKO

      ","
        Punch
      ","

        3
      ","

        
        4:37
      ","
              UFC Fight Night: Gustafsson vs. Teixeira
            ","
      ,
      May 28, 2017
    "
"
              Darren Till
            ","
              Jessin Ayari
            ",31,28,2,0,0,1,0,0,"
        Welterweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Gustafsson vs. Teixeira
            ","
      ,
      May 28, 2017
    "
"
              Damir Hadzovic
            ","
              Marcin Held
            ",14,31,0,4,0,1,0,11,"
        Lightweight","
        
        

        KO/TKO

      ","
        Knee
      ","

        3
      ","

        
        0:07
      ","
              UFC Fight Night: Gustafsson vs. Teixeira
            ","
      ,
      May 28, 2017
    "
"
              Max Holloway
            ","
              Jose Aldo
            ",104,55,0,0,0,0,3,0,"
        Featherweight","
        
        

        KO/TKO

      ","
        Punches
      ","

        3
      ","

        
        4:13
      ","
              UFC 212: Aldo vs. Holloway
            ","
      ,
      June 03, 2017
    "
"
              Claudia Gadelha
            ","
              Karolina Kowalkiewicz
            ",8,9,1,0,1,0,2,0,"
        Women's Strawweight","
        
        

        SUB

      ","
        Rear Naked Choke
      ","

        1
      ","

        
        3:03
      ","
              UFC 212: Aldo vs. Holloway
            ","
      ,
      June 03, 2017
    "
"
              Vitor Belfort
            ","
              Nate Marquardt
            ",37,57,0,1,0,0,0,0,"
        Middleweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC 212: Aldo vs. Holloway
            ","
      ,
      June 03, 2017
    "
"
              Paulo Costa
            ","
              Oluwale Bamgbose
            ",43,33,0,2,0,0,0,1,"
        Middleweight","
        
        

        KO/TKO

      ","
        Punches
      ","

        2
      ","

        
        1:06
      ","
              UFC 212: Aldo vs. Holloway
            ","
      ,
      June 03, 2017
    "
"
              Yancy Medeiros
            ","
              Erick Silva
            ",33,29,0,0,0,0,0,0,"
        Welterweight","
        
        

        KO/TKO

      ","
        Punch
      ","

        2
      ","

        
        2:01
      ","
              UFC 212: Aldo vs. Holloway
            ","
      ,
      June 03, 2017
    "
"
              Raphael Assuncao
            ","
              Marlon Moraes
            ",43,44,0,0,0,0,0,0,"
        Bantamweight","
        
        

        S-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC 212: Aldo vs. Holloway
            ","
      ,
      June 03, 2017
    "
"
              Antonio Carlos Junior
            ","
              Eric Spicely
            ",12,17,1,1,2,0,5,0,"
        Middleweight","
        
        

        SUB

      ","
        Rear Naked Choke
      ","

        2
      ","

        
        3:49
      ","
              UFC 212: Aldo vs. Holloway
            ","
      ,
      June 03, 2017
    "
"
              Matthew Lopez
            ","
              Johnny Eduardo
            ",43,16,1,0,0,1,0,0,"
        Bantamweight","
        
        

        KO/TKO

      ","
        Punches
      ","

        1
      ","

        
        2:57
      ","
              UFC 212: Aldo vs. Holloway
            ","
      ,
      June 03, 2017
    "
"
              Brian Kelleher
            ","
              Iuri Alcantara
            ",4,12,0,1,1,0,0,0,"
        Bantamweight","
        
        

        SUB

      ","
        Guillotine Choke
      ","

        1
      ","

        
        1:48
      ","
              UFC 212: Aldo vs. Holloway
            ","
      ,
      June 03, 2017
    "
"
              Viviane Pereira
            ","
              Jamie Moyle
            ",80,80,0,0,0,0,0,0,"
        Women's Strawweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC 212: Aldo vs. Holloway
            ","
      ,
      June 03, 2017
    "
"
              Luan Chagas
            ","
              Jimmy Wallhead
            ",95,32,0,0,1,0,1,0,"
        Welterweight","
        
        

        SUB

      ","
        Rear Naked Choke
      ","

        2
      ","

        
        4:48
      ","
              UFC 212: Aldo vs. Holloway
            ","
      ,
      June 03, 2017
    "
"
              Deiveson Figueiredo
            ","
              Marco Beltran
            ",17,16,2,0,4,0,4,0,"
        Flyweight","
        
        

        KO/TKO

      ","
        
      ","

        2
      ","

        
        5:00
      ","
              UFC 212: Aldo vs. Holloway
            ","
      ,
      June 03, 2017
    "
"
              Mark Hunt
            ","
              Derrick Lewis
            ",59,51,0,0,0,0,0,0,"
        Heavyweight","
        
        

        KO/TKO

      ","
        Punches
      ","

        4
      ","

        
        3:51
      ","
              UFC Fight Night: Lewis vs. Hunt
            ","
      ,
      June 10, 2017
    "
"
              Derek Brunson
            ","
              Daniel Kelly
            ",8,1,0,0,0,0,0,0,"
        Middleweight","
        
        

        KO/TKO

      ","
        Punch
      ","

        1
      ","

        
        1:16
      ","
              UFC Fight Night: Lewis vs. Hunt
            ","
      ,
      June 10, 2017
    "
"
              Dan Hooker
            ","
              Ross Pearson
            ",69,38,0,0,0,0,0,0,"
        Lightweight","
        
        

        KO/TKO

      ","
        Knee
      ","

        2
      ","

        
        3:02
      ","
              UFC Fight Night: Lewis vs. Hunt
            ","
      ,
      June 10, 2017
    "
"
              Ion Cutelaba
            ","
              Henrique da Silva
            ",15,1,0,0,0,0,0,0,"
        Light Heavyweight","
        
        

        KO/TKO

      ","
        Punch
      ","

        1
      ","

        
        0:22
      ","
              UFC Fight Night: Lewis vs. Hunt
            ","
      ,
      June 10, 2017
    "
"
              Ben Nguyen
            ","
              Tim Elliott
            ",3,1,1,0,1,0,1,0,"
        Flyweight","
        
        

        SUB

      ","
        Rear Naked Choke
      ","

        1
      ","

        
        0:49
      ","
              UFC Fight Night: Lewis vs. Hunt
            ","
      ,
      June 10, 2017
    "
"
              Alexander Volkanovski
            ","
              Mizuto Hirota
            ",87,46,4,0,0,0,1,0,"
        Featherweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Lewis vs. Hunt
            ","
      ,
      June 10, 2017
    "
"
              Vinc Pichel
            ","
              Damien Brown
            ",19,21,0,0,0,0,0,0,"
        Lightweight","
        
        

        KO/TKO

      ","
        Punch
      ","

        1
      ","

        
        3:37
      ","
              UFC Fight Night: Lewis vs. Hunt
            ","
      ,
      June 10, 2017
    "
"
              Luke Jumeau
            ","
              Dominique Steele
            ",40,44,0,1,0,0,0,1,"
        Welterweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Lewis vs. Hunt
            ","
      ,
      June 10, 2017
    "
"
              John Moraga
            ","
              Ashkan Mokhtarian
            ",56,12,2,1,4,0,10,0,"
        Flyweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Lewis vs. Hunt
            ","
      ,
      June 10, 2017
    "
"
              Zak Ottow
            ","
              Kiichi Kunimoto
            ",37,25,2,2,0,0,1,2,"
        Welterweight","
        
        

        S-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Lewis vs. Hunt
            ","
      ,
      June 10, 2017
    "
"
              JJ Aldrich
            ","
              Chanmi Jeon
            ",98,92,0,0,0,0,0,0,"
        Women's Strawweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Lewis vs. Hunt
            ","
      ,
      June 10, 2017
    "
"
              Holly Holm
            ","
              Bethe Correia
            ",25,15,0,0,0,0,0,0,"
        Women's Bantamweight","
        
        

        KO/TKO

      ","
        Kick
      ","

        3
      ","

        
        1:09
      ","
              UFC Fight Night: Holm vs. Correia
            ","
      ,
      June 17, 2017
    "
"
              Marcin Tybura
            ","
              Andrei Arlovski
            ",51,28,2,0,0,0,6,0,"
        Heavyweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Holm vs. Correia
            ","
      ,
      June 17, 2017
    "
"
              Colby Covington
            ","
              Dong Hyun Kim
            ",47,19,8,2,0,0,1,0,"
        Welterweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Holm vs. Correia
            ","
      ,
      June 17, 2017
    "
"
              Rafael Dos Anjos
            ","
              Tarec Saffiedine
            ",81,60,1,1,1,0,0,1,"
        Welterweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Holm vs. Correia
            ","
      ,
      June 17, 2017
    "
"
              Jon Tuck
            ","
              Takanori Gomi
            ",7,0,0,0,1,0,1,0,"
        Lightweight","
        
        

        SUB

      ","
        Rear Naked Choke
      ","

        1
      ","

        
        1:12
      ","
              UFC Fight Night: Holm vs. Correia
            ","
      ,
      June 17, 2017
    "
"
              Walt Harris
            ","
              Cyril Asker
            ",21,2,0,0,0,0,0,0,"
        Heavyweight","
        
        

        KO/TKO

      ","
        Elbows
      ","

        1
      ","

        
        1:44
      ","
              UFC Fight Night: Holm vs. Correia
            ","
      ,
      June 17, 2017
    "
"
              Alex Caceres
            ","
              Rolando Dy
            ",51,20,0,1,1,0,1,1,"
        Featherweight","
        
        

        KO/TKO

      ","
        
      ","

        2
      ","

        
        5:00
      ","
              UFC Fight Night: Holm vs. Correia
            ","
      ,
      June 17, 2017
    "
"
              Ulka Sasaki
            ","
              Justin Scoggins
            ",21,37,2,1,1,0,2,1,"
        Flyweight","
        
        

        SUB

      ","
        Rear Naked Choke
      ","

        2
      ","

        
        3:19
      ","
              UFC Fight Night: Holm vs. Correia
            ","
      ,
      June 17, 2017
    "
"
              Jingliang Li
            ","
              Frank Camacho
            ",94,35,2,1,0,0,0,1,"
        Welterweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Holm vs. Correia
            ","
      ,
      June 17, 2017
    "
