height_x,weight_x,reach_x,fight_time_sum_x,kds_per_min_x,sub_att_per_min_x,pass_per_min_x,rev_per_min_x,tds_acc_x,tds_succ_per_min_x,tds_att_per_min_x,tot_str_acc_x,tot_str_succ_per_min_x,tot_str_att_per_min_x,sig_str_head_acc_x,sig_str_head_succ_per_min_x,sig_str_head_att_per_min_x,sig_str_body_acc_x,sig_str_body_succ_per_min_x,sig_str_body_att_per_min_x,sig_str_leg_acc_x,sig_str_leg_succ_per_min_x,sig_str_leg_att_per_min_x,sig_str_dist_acc_x,sig_str_dist_succ_per_min_x,sig_str_dist_att_per_min_x,sig_str_clinch_acc_x,sig_str_clinch_succ_per_min_x,sig_str_clinch_att_per_min_x,sig_str_ground_acc_x,sig_str_ground_succ_per_min_x,sig_str_ground_att_per_min_x,age_x,weightclass_Bantamweight_x,weightclass_Catch Weight_x,weightclass_Featherweight_x,weightclass_Flyweight_x,weightclass_Heavyweight_x,weightclass_Light Heavyweight_x,weightclass_Lightweight_x,weightclass_Middleweight_x,weightclass_Open Weight_x,weightclass_Strawweight_x,weightclass_Super Heavyweight_x,weightclass_Welterweight_x,stance_Open Stance_x,stance_Orthodox_x,stance_Sideways_x,stance_Southpaw_x,stance_Switch_x,height_y,weight_y,reach_y,fight_time_sum_y,kds_per_min_y,sub_att_per_min_y,pass_per_min_y,rev_per_min_y,tds_acc_y,tds_succ_per_min_y,tds_att_per_min_y,tot_str_acc_y,tot_str_succ_per_min_y,tot_str_att_per_min_y,sig_str_head_acc_y,sig_str_head_succ_per_min_y,sig_str_head_att_per_min_y,sig_str_body_acc_y,sig_str_body_succ_per_min_y,sig_str_body_att_per_min_y,sig_str_leg_acc_y,sig_str_leg_succ_per_min_y,sig_str_leg_att_per_min_y,sig_str_dist_acc_y,sig_str_dist_succ_per_min_y,sig_str_dist_att_per_min_y,sig_str_clinch_acc_y,sig_str_clinch_succ_per_min_y,sig_str_clinch_att_per_min_y,sig_str_ground_acc_y,sig_str_ground_succ_per_min_y,sig_str_ground_att_per_min_y,age_y,weightclass_Bantamweight_y,weightclass_Catch Weight_y,weightclass_Featherweight_y,weightclass_Flyweight_y,weightclass_Heavyweight_y,weightclass_Light Heavyweight_y,weightclass_Lightweight_y,weightclass_Middleweight_y,weightclass_Open Weight_y,weightclass_Strawweight_y,weightclass_Super Heavyweight_y,weightclass_Welterweight_y,stance_Open Stance_y,stance_Orthodox_y,stance_Sideways_y,stance_Southpaw_y,stance_Switch_y,fx_win
1.75,155.0,1.78,265.64,0.02,0.03,0.13,0.0,0.61,0.08,0.14,0.66,5.48,8.27,0.44,2.05,4.65,0.88,0.47,0.53,0.9,0.2,0.22,0.4,1.53,3.79,0.75,0.66,0.87,0.71,0.53,0.75,32.88,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.85,185.0,1.93,88.81,0.03,0.12,0.09,0.03,0.35,0.12,0.35,0.65,10.85,16.59,0.35,2.56,7.33,0.71,0.73,1.04,0.73,0.18,0.25,0.31,1.79,5.75,0.64,1.05,1.63,0.51,0.63,1.23,28.24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.75,155.0,1.78,280.64,0.02,0.03,0.13,0.0,0.57,0.08,0.14,0.66,5.57,8.48,0.45,2.21,4.94,0.87,0.49,0.56,0.9,0.19,0.21,0.42,1.7,4.09,0.75,0.68,0.9,0.71,0.51,0.72,33.99,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.83,170.0,1.93,45.559999999999995,0.0,0.09,0.24,0.02,0.61,0.31,0.5,0.6,4.94,8.25,0.48,2.57,5.36,0.48,0.29,0.59,0.87,0.44,0.5,0.37,1.19,3.18,0.45,0.33,0.72,0.7,1.78,2.55,23.38,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.75,155.0,1.78,295.64,0.02,0.03,0.12,0.0,0.55,0.08,0.14,0.65,5.47,8.46,0.44,2.17,4.96,0.86,0.48,0.55,0.9,0.18,0.2,0.41,1.69,4.16,0.75,0.65,0.87,0.71,0.48,0.68,38.09,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.8,145.0,1.8,77.25,0.01,0.09,0.12,0.03,0.4,0.1,0.26,0.47,4.76,10.03,0.3,1.99,6.58,0.7,0.74,1.06,0.86,0.98,1.14,0.39,2.95,7.57,0.62,0.27,0.44,0.64,0.49,0.76,24.28,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.75,155.0,1.78,301.03999999999996,0.02,0.03,0.12,0.0,0.55,0.08,0.14,0.64,5.39,8.39,0.43,2.14,4.95,0.86,0.47,0.54,0.9,0.18,0.2,0.4,1.67,4.16,0.75,0.64,0.86,0.71,0.48,0.67,38.53,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.68,145.0,1.78,194.32000000000002,0.04,0.03,0.16,0.03,0.33,0.07,0.2,0.47,7.19,15.29,0.24,2.08,8.76,0.56,0.48,0.86,0.7,0.98,1.39,0.29,2.87,9.75,0.38,0.23,0.61,0.67,0.44,0.66,38.45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.75,155.0,1.78,318.80999999999995,0.02,0.03,0.12,0.0,0.55,0.07,0.13,0.64,5.32,8.34,0.44,2.17,4.98,0.86,0.48,0.56,0.89,0.17,0.19,0.41,1.73,4.24,0.76,0.62,0.82,0.69,0.46,0.67,40.41,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.7,155.0,1.78,264.08,0.02,0.05,0.15,0.0,0.34,0.19,0.56,0.45,4.62,10.28,0.23,1.51,6.51,0.63,0.33,0.53,0.87,0.58,0.67,0.22,1.32,6.01,0.7,0.37,0.53,0.63,0.73,1.16,37.42,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.75,145.0,1.78,2.75,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.26,6.18,24.0,0.25,5.82,22.91,0.0,0.0,0.36,0.5,0.36,0.73,0.26,6.18,24.0,0.0,0.0,0.0,0.0,0.0,0.0,28.74,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8,145.0,1.78,15.0,0.0,0.0,0.2,0.0,0.29,0.13,0.47,0.69,3.87,5.6,0.37,0.87,2.33,0.67,0.4,0.6,1.0,0.33,0.33,0.34,0.73,2.13,0.75,0.4,0.53,0.78,0.47,0.6,28.61,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.75,145.0,1.78,17.75,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.32,2.7,8.45,0.24,1.46,6.08,0.55,0.34,0.62,0.44,0.62,1.41,0.29,2.37,8.06,1.0,0.06,0.06,0.0,0.0,0.0,29.35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.68,145.0,1.7,60.0,0.02,0.0,0.0,0.0,0.67,0.03,0.05,0.45,3.33,7.43,0.25,1.02,4.0,0.72,1.05,1.47,0.61,1.05,1.72,0.37,2.15,5.75,0.72,0.88,1.23,0.42,0.08,0.2,29.85,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.83,170.0,1.9,15.0,0.0,0.0,0.47,0.0,0.91,0.67,0.73,0.88,7.73,8.8,0.52,0.8,1.53,0.96,1.47,1.53,1.0,0.47,0.47,0.4,0.27,0.67,0.95,2.47,2.6,0.0,0.0,0.27,29.57,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.8,170.0,1.85,3.629999999999999,0.0,0.55,0.28,0.28,0.0,0.0,0.0,0.7,1.93,2.75,0.5,0.28,0.55,0.5,0.28,0.55,0.67,0.55,0.83,0.5,0.83,1.65,0.0,0.0,0.0,1.0,0.28,0.28,28.18,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1.83,170.0,1.9,30.0,0.0,0.0,0.53,0.0,0.73,0.53,0.73,0.82,6.83,8.33,0.58,1.17,2.0,0.96,0.8,0.83,1.0,0.23,0.23,0.54,0.47,0.87,0.91,1.3,1.43,0.57,0.43,0.77,32.24,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.8,170.0,1.88,30.0,0.0,0.1,0.1,0.0,0.5,0.03,0.07,0.57,6.07,10.7,0.29,1.5,5.1,0.75,0.8,1.07,0.73,0.37,0.5,0.3,1.47,4.9,0.42,0.17,0.4,0.76,1.03,1.37,29.92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1.83,170.0,1.9,45.0,0.0,0.0,0.53,0.0,0.71,0.49,0.69,0.81,6.16,7.58,0.63,1.4,2.22,0.93,0.62,0.67,1.0,0.22,0.22,0.58,0.58,1.0,0.89,0.93,1.04,0.69,0.73,1.07,32.56,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.68,170.0,1.7,148.13,0.01,0.04,0.29,0.01,0.38,0.28,0.73,0.54,3.62,6.64,0.4,1.64,4.12,0.6,0.41,0.69,0.81,0.43,0.53,0.42,1.88,4.51,0.62,0.27,0.43,0.85,0.34,0.4,37.31,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.85,205.0,1.85,7.25,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.7,9.66,13.79,0.42,2.9,6.9,0.75,0.41,0.55,1.0,0.97,0.97,0.43,2.48,5.79,0.6,1.24,2.07,1.0,0.55,0.55,34.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.78,205.0,1.78,8.0,0.0,0.0,0.62,0.0,1.0,0.5,0.5,0.51,4.88,9.62,0.35,2.12,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.5,2.25,0.5,0.12,0.25,0.41,1.5,3.62,27.74,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1.75,135.0,1.88,6.98,0.0,0.29,0.14,0.0,0.0,0.0,0.0,0.37,4.3,11.75,0.19,1.72,9.03,0.83,0.72,0.86,1.0,0.29,0.29,0.26,2.58,9.89,0.0,0.0,0.0,0.5,0.14,0.29,28.56,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.63,125.0,1.63,37.37,0.0,0.05,0.03,0.08,1.0,0.05,0.05,0.52,3.0,5.73,0.41,1.36,3.34,0.65,0.35,0.54,0.64,0.19,0.29,0.36,1.07,2.97,0.81,0.45,0.56,0.58,0.37,0.64,24.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1.68,125.0,1.63,4.149999999999999,0.0,0.24,0.48,0.0,0.0,0.0,0.0,0.6,7.95,13.25,0.49,4.1,8.43,0.8,0.96,1.2,0.0,0.0,0.0,0.29,0.96,3.37,0.67,2.41,3.61,0.64,1.69,2.65,27.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.57,115.0,1.57,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.44,5.53,12.53,0.35,2.87,8.27,0.41,0.93,2.27,0.88,0.93,1.07,0.41,4.07,9.8,0.37,0.67,1.8,0.0,0.0,0.0,29.03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1.68,125.0,1.63,19.15,0.0,0.05,0.16,0.0,0.33,0.05,0.16,0.48,6.42,13.26,0.41,4.07,9.97,0.62,1.04,1.67,0.0,0.0,0.0,0.38,3.5,9.3,0.62,0.84,1.36,0.79,0.78,0.99,27.54,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.63,115.0,1.65,61.34,0.0,0.07,0.15,0.05,0.4,0.13,0.33,0.71,9.52,13.48,0.51,2.27,4.42,0.64,0.88,1.39,0.75,0.29,0.39,0.32,0.68,2.12,0.65,1.6,2.46,0.72,1.16,1.61,22.42,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.68,125.0,1.63,24.43,0.0,0.04,0.12,0.0,0.33,0.04,0.12,0.49,6.26,12.85,0.4,3.81,9.5,0.62,1.06,1.72,0.0,0.0,0.0,0.36,3.11,8.68,0.65,1.15,1.76,0.79,0.61,0.78,27.98,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.55,115.0,1.52,45.0,0.0,0.0,0.11,0.0,0.12,0.04,0.38,0.62,6.78,10.91,0.41,2.24,5.47,0.64,0.67,1.04,0.95,0.87,0.91,0.47,2.84,6.07,0.69,0.69,1.0,0.69,0.24,0.36,27.47,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.8,170.0,1.83,29.32,0.0,0.0,0.17,0.0,0.42,0.17,0.41,0.5,7.71,15.31,0.39,4.3,11.02,0.64,0.24,0.38,0.71,0.34,0.48,0.38,4.16,10.88,0.5,0.17,0.34,0.84,0.55,0.65,28.35,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.8,170.0,1.9,12.09,0.08,0.17,0.33,0.0,0.8,0.33,0.41,0.55,6.12,11.17,0.39,2.56,6.62,0.67,0.5,0.74,0.85,0.91,1.08,0.44,2.73,6.2,0.71,0.41,0.58,0.5,0.83,1.65,24.96,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.8,170.0,1.83,30.64,0.0,0.0,0.16,0.0,0.42,0.16,0.39,0.5,7.47,14.98,0.39,4.18,10.8,0.64,0.23,0.36,0.69,0.36,0.52,0.38,4.08,10.74,0.5,0.16,0.33,0.84,0.52,0.62,28.59,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.91,170.0,1.98,39.24,0.03,0.08,0.03,0.0,0.33,0.08,0.23,0.54,3.9,7.21,0.4,1.94,4.89,0.79,0.56,0.71,0.74,0.36,0.48,0.31,1.27,4.13,0.83,1.12,1.35,0.75,0.46,0.61,26.6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1.8,170.0,1.83,45.64,0.0,0.0,0.15,0.0,0.41,0.15,0.37,0.52,7.98,15.23,0.35,3.31,9.4,0.67,0.26,0.39,0.86,1.18,1.38,0.4,4.05,10.06,0.5,0.11,0.22,0.66,0.59,0.9,29.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.83,170.0,1.85,47.55,0.06,0.0,0.11,0.0,0.78,0.15,0.19,0.51,4.16,8.14,0.42,2.71,6.39,0.74,0.61,0.82,0.92,0.46,0.5,0.46,2.94,6.37,0.61,0.42,0.69,0.65,0.42,0.65,27.74,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1.8,170.0,1.83,60.64,0.0,0.0,0.16,0.0,0.38,0.18,0.48,0.54,7.92,14.66,0.35,2.98,8.51,0.66,0.41,0.63,0.85,0.92,1.09,0.39,3.5,8.97,0.64,0.3,0.46,0.67,0.53,0.79,29.36,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.88,170.0,1.9,151.25,0.04,0.01,0.05,0.01,0.47,0.05,0.11,0.53,5.88,11.01,0.38,2.62,6.9,0.61,1.12,1.82,0.94,0.45,0.48,0.4,3.0,7.4,0.71,0.67,0.95,0.6,0.52,0.85,33.74,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1.8,170.0,1.83,90.64,0.0,0.01,0.13,0.0,0.39,0.17,0.42,0.52,7.26,13.92,0.37,3.29,8.98,0.66,0.47,0.72,0.86,0.87,1.02,0.41,4.03,9.81,0.62,0.2,0.32,0.7,0.41,0.58,30.53,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.8,170.0,1.9,9.18,0.22,0.11,0.0,0.0,0.0,0.0,0.0,0.56,8.39,14.92,0.53,7.3,13.73,0.8,0.44,0.54,1.0,0.22,0.22,0.54,6.54,12.2,0.55,0.65,1.2,0.7,0.76,1.09,28.39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.8,170.0,1.83,105.64,0.0,0.01,0.11,0.0,0.33,0.14,0.43,0.49,6.83,13.89,0.34,3.19,9.25,0.62,0.58,0.94,0.86,0.8,0.94,0.39,4.01,10.24,0.55,0.21,0.38,0.7,0.35,0.5,30.76,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.88,170.0,1.93,41.86,0.05,0.0,0.02,0.0,1.0,0.02,0.02,0.48,4.25,8.84,0.42,2.7,6.43,0.56,0.6,1.08,0.69,0.86,1.24,0.46,3.85,8.29,0.73,0.19,0.26,0.62,0.12,0.19,31.37,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1.8,170.0,1.83,120.64,0.0,0.01,0.15,0.0,0.33,0.14,0.42,0.5,7.03,13.96,0.35,3.12,8.89,0.61,0.54,0.88,0.86,0.74,0.85,0.39,3.79,9.62,0.54,0.18,0.34,0.63,0.42,0.67,31.16,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.78,170.0,1.85,6.299999999999999,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.45,5.24,11.75,0.39,3.97,10.16,0.67,0.32,0.48,0.5,0.16,0.32,0.3,2.06,6.98,0.33,0.32,0.95,0.68,2.06,3.02,29.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1.8,170.0,1.85,3.33,0.0,0.3,0.0,0.0,0.5,0.3,0.6,0.6,0.9,1.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,34.97,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.8,170.0,1.88,184.06000000000003,0.03,0.04,0.07,0.01,0.52,0.08,0.16,0.56,6.06,10.84,0.39,2.61,6.64,0.79,0.96,1.22,0.68,0.55,0.81,0.43,2.96,6.88,0.75,0.61,0.81,0.56,0.55,0.98,34.65,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.8,170.0,1.85,3.410000000000002,0.0,0.29,0.0,0.0,0.5,0.29,0.59,0.6,0.88,1.47,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,35.27,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.85,170.0,1.83,363.21000000000004,0.0,0.07,0.24,0.02,0.25,0.17,0.66,0.61,4.35,7.13,0.39,1.36,3.53,0.67,0.2,0.29,0.79,0.1,0.13,0.29,0.79,2.73,0.62,0.19,0.31,0.74,0.68,0.92,41.97,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.65,125.0,1.65,4.98,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.45,5.42,12.05,0.37,3.61,9.84,1.0,0.4,0.4,0.78,1.41,1.81,0.38,3.61,9.64,0.33,0.2,0.6,0.89,1.61,1.81,27.28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.65,125.0,1.73,6.57,0.15,0.0,0.0,0.0,1.0,0.15,0.15,0.32,4.41,13.85,0.29,3.81,13.09,0.75,0.46,0.61,0.0,0.0,0.0,0.25,2.74,10.96,0.5,0.15,0.3,0.56,1.37,2.44,26.22,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1.65,125.0,1.65,7.560000000000002,0.26,0.26,0.26,0.0,0.0,0.0,0.13,0.48,6.22,12.83,0.41,3.44,8.47,1.0,0.53,0.53,0.8,1.06,1.32,0.4,3.04,7.54,0.5,0.26,0.53,0.76,1.72,2.25,27.94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.75,135.0,1.73,64.44999999999999,0.02,0.12,0.25,0.09,0.32,0.12,0.39,0.51,5.4,10.64,0.38,3.04,7.94,0.77,0.98,1.27,0.96,0.37,0.39,0.37,2.48,6.69,0.71,0.81,1.13,0.62,1.1,1.78,24.99,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.65,125.0,1.65,17.240000000000002,0.12,0.17,0.17,0.12,0.0,0.0,0.06,0.5,3.19,6.32,0.4,1.62,4.06,1.0,0.29,0.29,0.82,0.52,0.64,0.4,1.45,3.65,0.6,0.17,0.29,0.78,0.81,1.04,28.32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.65,125.0,1.68,30.0,0.0,0.07,0.1,0.03,0.5,0.03,0.07,0.75,2.13,2.83,0.51,0.63,1.23,1.0,0.03,0.03,0.0,0.0,0.0,0.17,0.1,0.6,0.71,0.17,0.23,0.92,0.4,0.43,26.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1.65,125.0,1.65,32.24,0.09,0.09,0.09,0.06,0.0,0.0,0.06,0.45,5.18,11.51,0.37,3.19,8.75,0.68,0.71,1.05,0.84,0.65,0.78,0.39,3.66,9.43,0.83,0.47,0.56,0.74,0.43,0.59,28.85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7,135.0,1.68,79.13,0.0,0.05,0.27,0.04,0.71,0.3,0.43,0.6,8.85,14.8,0.39,3.07,7.84,0.65,0.86,1.33,0.83,0.61,0.73,0.37,2.59,6.93,0.68,0.76,1.11,0.64,1.19,1.86,30.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1.65,125.0,1.65,33.06,0.09,0.12,0.12,0.06,0.33,0.03,0.09,0.46,5.29,11.58,0.37,3.21,8.74,0.68,0.7,1.03,0.84,0.64,0.76,0.39,3.63,9.38,0.84,0.48,0.57,0.74,0.42,0.57,29.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.65,125.0,1.7,110.32,0.01,0.05,0.24,0.0,0.36,0.12,0.33,0.52,2.7,5.23,0.27,0.8,2.94,0.69,0.26,0.38,0.84,0.19,0.23,0.29,0.88,3.04,0.79,0.24,0.3,0.65,0.14,0.21,32.83,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.65,125.0,1.65,44.78,0.07,0.09,0.09,0.04,0.33,0.02,0.07,0.46,4.73,10.38,0.34,2.55,7.48,0.67,0.74,1.09,0.83,0.54,0.65,0.35,2.84,8.02,0.85,0.65,0.76,0.75,0.33,0.45,30.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.63,125.0,1.65,130.52999999999997,0.0,0.04,0.3,0.02,0.44,0.33,0.75,0.45,3.95,8.83,0.21,1.03,4.99,0.54,0.24,0.44,0.83,0.56,0.67,0.23,1.16,5.06,0.67,0.27,0.4,0.63,0.4,0.64,33.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.93,265.0,1.98,5.969999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.5,3.52,0.14,0.5,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.5,3.18,0.0,0.0,0.34,0.0,0.0,0.0,28.65,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.88,225.0,1.96,2.120000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.42,8.49,0.2,1.42,7.08,0.0,0.0,0.94,0.0,0.0,0.47,0.18,1.42,8.02,0.0,0.0,0.47,0.0,0.0,0.0,33.95,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1.93,265.0,1.98,20.97,0.0,0.1,0.67,0.0,0.71,0.24,0.33,0.65,5.87,8.97,0.44,1.67,3.77,0.86,0.57,0.67,0.0,0.0,0.0,0.22,0.29,1.29,0.5,0.29,0.57,0.65,1.67,2.58,29.94,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.78,265.0,1.83,7.73,0.13,0.0,0.0,0.0,1.0,0.13,0.13,0.42,3.49,8.41,0.33,2.07,6.34,0.0,0.0,0.26,0.0,0.0,0.0,0.29,1.81,6.21,0.5,0.13,0.26,1.0,0.13,0.13,37.51,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.93,265.0,1.98,35.97,0.0,0.06,0.44,0.0,0.33,0.19,0.58,0.6,4.06,6.73,0.42,1.5,3.59,0.86,0.33,0.39,0.0,0.0,0.0,0.23,0.42,1.81,0.5,0.17,0.33,0.68,1.25,1.83,30.51,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.93,245.0,1.98,37.529999999999994,0.11,0.0,0.03,0.0,0.44,0.11,0.24,0.46,6.18,13.56,0.33,3.38,10.18,0.59,0.59,0.99,0.5,0.05,0.11,0.24,2.0,8.21,0.63,1.31,2.08,0.73,0.72,0.99,29.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1.93,265.0,1.98,37.14,0.03,0.05,0.43,0.0,0.33,0.19,0.57,0.59,4.15,7.0,0.42,1.62,3.88,0.88,0.38,0.43,0.0,0.0,0.0,0.26,0.54,2.07,0.57,0.22,0.38,0.67,1.24,1.86,31.26,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.88,242.0,1.93,78.28000000000002,0.06,0.11,0.29,0.0,0.56,0.19,0.34,0.57,3.93,6.94,0.35,1.44,4.13,0.84,0.34,0.41,0.83,0.57,0.69,0.34,1.2,3.49,0.72,0.33,0.46,0.65,0.83,1.28,33.68,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.93,265.0,1.98,43.16,0.02,0.05,0.37,0.0,0.33,0.16,0.49,0.58,3.92,6.77,0.41,1.62,3.92,0.89,0.37,0.42,0.0,0.0,0.0,0.29,0.67,2.29,0.58,0.25,0.44,0.67,1.07,1.6,31.87,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.91,230.0,1.93,152.17999999999998,0.05,0.01,0.04,0.0,0.57,0.05,0.09,0.61,3.96,6.53,0.36,1.12,3.14,0.77,0.81,1.04,0.84,1.11,1.32,0.45,1.71,3.76,0.77,1.04,1.36,0.73,0.28,0.39,35.89,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1.93,265.0,1.98,57.379999999999995,0.05,0.03,0.28,0.0,0.33,0.12,0.37,0.58,4.37,7.51,0.45,2.18,4.86,0.9,0.49,0.54,0.86,0.1,0.12,0.39,1.32,3.42,0.71,0.56,0.78,0.67,0.89,1.32,33.64,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.91,265.0,2.01,69.08000000000001,0.12,0.06,0.03,0.0,0.0,0.0,0.0,0.55,4.5,8.22,0.45,2.84,6.28,0.78,0.3,0.39,0.89,0.69,0.78,0.46,2.78,6.02,0.57,0.36,0.64,0.87,0.69,0.8,36.89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1.93,265.0,1.98,59.28,0.05,0.05,0.27,0.0,0.33,0.12,0.35,0.57,4.34,7.56,0.44,2.18,4.94,0.9,0.47,0.52,0.78,0.12,0.15,0.38,1.37,3.58,0.71,0.54,0.76,0.67,0.86,1.28,34.29,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.91,250.0,1.98,70.2,0.01,0.06,0.14,0.0,0.8,0.06,0.07,0.72,7.07,9.81,0.52,2.66,5.1,0.91,1.31,1.44,0.89,0.36,0.4,0.45,1.24,2.74,0.8,2.19,2.75,0.62,0.9,1.45,38.22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
